time_hr,wear_pct,vibration_rms_mm_s,temperature_c,current_a,speed_rpm,rul_hr,label
821.5,55.44,1.4282,44.23,5.515,1472.5,178.5,degrading
822.0,55.54,0.8042,43.31,5.541,1479.6,178.0,degrading
822.5,55.64,0.5667,45.67,5.577,1476.5,177.5,degrading
823.0,55.74,0.701,44.25,5.542,1472.9,177.0,degrading
823.5,55.85,1.2784,45.7,5.626,1470.6,176.5,degrading
824.0,55.95,1.6303,44.69,5.646,1473.5,176.0,degrading
824.5,56.05,1.8213,45.83,5.557,1476.4,175.5,degrading
825.0,56.15,1.8351,44.93,5.669,1476.2,175.0,degrading
825.5,56.25,1.7137,45.45,5.663,1477.5,174.5,degrading
826.0,56.36,1.4687,45.38,5.608,1475.1,174.0,degrading
826.5,56.46,1.6543,45.35,5.629,1473.9,173.5,degrading
827.0,56.56,1.7226,45.17,5.542,1475.2,173.0,degrading
827.5,56.66,1.5658,44.74,5.626,1476.0,172.5,degrading
828.0,56.77,1.3196,46.5,5.645,1476.3,172.0,degrading
828.5,56.87,0.783,44.28,5.655,1474.2,171.5,degrading
829.0,56.97,0.8722,45.05,5.668,1477.5,171.0,degrading
829.5,57.08,0.8763,45.1,5.664,1474.3,170.5,degrading
830.0,57.18,1.3888,45.45,5.641,1473.7,170.0,degrading
830.5,57.28,1.7921,44.83,5.671,1474.3,169.5,degrading
831.0,57.39,2.1531,45.47,5.709,1477.5,169.0,degrading
831.5,57.49,2.318,45.12,5.656,1474.9,168.5,degrading
832.0,57.59,2.1679,44.03,5.679,1473.7,168.0,degrading
832.5,57.7,1.7552,45.35,5.656,1476.9,167.5,degrading
833.0,57.8,1.2483,44.5,5.636,1479.2,167.0,degrading
833.5,57.91,0.825,44.03,5.697,1475.3,166.5,degrading
834.0,58.01,0.8018,45.57,5.645,1477.2,166.0,degrading
834.5,58.11,0.9653,45.9,5.695,1476.7,165.5,degrading
835.0,58.22,1.4696,45.97,5.679,1473.4,165.0,degrading
835.5,58.32,1.7319,46.04,5.665,1474.5,164.5,degrading
836.0,58.43,1.8901,44.09,5.666,1471.8,164.0,degrading
836.5,58.53,1.811,44.58,5.66,1473.9,163.5,degrading
837.0,58.64,1.5402,47.29,5.605,1473.0,163.0,degrading
837.5,58.74,1.7722,44.92,5.709,1473.3,162.5,degrading
838.0,58.85,2.0198,46.29,5.704,1472.5,162.0,degrading
838.5,58.95,1.9709,45.29,5.738,1473.4,161.5,degrading
839.0,59.06,1.6906,45.95,5.671,1474.9,161.0,degrading
839.5,59.16,1.2514,45.42,5.795,1473.5,160.5,degrading
840.0,59.27,0.6006,46.42,5.684,1469.9,160.0,degrading
840.5,59.38,0.6736,46.12,5.661,1472.1,159.5,degrading
841.0,59.48,1.0586,45.7,5.658,1470.4,159.0,degrading
841.5,59.59,1.7415,45.26,5.623,1473.9,158.5,degrading
842.0,59.69,2.1503,46.36,5.789,1474.3,158.0,degrading
842.5,59.8,2.4278,45.22,5.784,1473.7,157.5,degrading
843.0,59.91,2.3754,46.57,5.748,1471.5,157.0,degrading
843.5,60.01,2.1298,48.37,5.676,1473.5,156.5,degrading
844.0,60.12,1.6348,47.4,5.813,1472.0,156.0,degrading
844.5,60.23,1.1155,46.93,5.708,1470.5,155.5,degrading
845.0,60.34,1.0878,46.33,5.715,1474.2,155.0,degrading
845.5,60.44,0.9589,44.9,5.803,1474.2,154.5,degrading
846.0,60.55,1.1902,45.43,5.766,1474.4,154.0,degrading
846.5,60.66,1.6201,47.56,5.846,1471.2,153.5,degrading
847.0,60.76,1.8046,45.95,5.751,1474.7,153.0,degrading
847.5,60.87,1.8593,46.06,5.721,1471.2,152.5,degrading
848.0,60.98,1.6625,46.53,5.713,1473.4,152.0,degrading
848.5,61.09,1.9761,45.86,5.654,1471.0,151.5,degrading
849.0,61.2,2.1488,45.77,5.735,1471.5,151.0,degrading
849.5,61.3,2.2898,46.76,5.809,1467.0,150.5,degrading
850.0,61.41,2.0881,46.13,5.784,1471.1,150.0,degrading
850.5,61.52,1.7028,46.3,5.758,1471.8,149.5,degrading
851.0,61.63,1.1117,46.31,5.71,1470.7,149.0,degrading
851.5,61.74,0.4091,47.4,5.774,1474.9,148.5,degrading
852.0,61.85,0.745,46.84,5.816,1469.0,148.0,degrading
852.5,61.96,1.5415,46.93,5.789,1470.1,147.5,degrading
853.0,62.07,2.0727,47.59,5.779,1469.3,147.0,degrading
853.5,62.17,2.476,47.05,5.733,1469.9,146.5,degrading
854.0,62.28,2.6151,46.98,5.819,1473.0,146.0,degrading
854.5,62.39,2.4206,47.63,5.622,1473.8,145.5,degrading
855.0,62.5,2.0019,47.83,5.8,1469.3,145.0,degrading
855.5,62.61,1.3575,47.22,5.913,1469.2,144.5,degrading
856.0,62.72,1.4418,47.45,5.711,1468.2,144.0,degrading
856.5,62.83,1.3736,46.81,5.778,1473.0,143.5,degrading
857.0,62.94,1.1386,46.79,5.792,1472.5,143.0,degrading
857.5,63.05,1.4152,48.14,5.772,1470.0,142.5,degrading
858.0,63.16,1.696,47.93,5.85,1467.3,142.0,degrading
858.5,63.27,1.7981,47.98,5.824,1467.4,141.5,degrading
859.0,63.38,1.7487,47.89,5.811,1470.2,141.0,degrading
859.5,63.49,1.8581,47.75,5.846,1470.9,140.5,degrading
860.0,63.61,2.3704,48.31,5.81,1465.5,140.0,degrading
860.5,63.72,2.5174,48.55,5.971,1468.9,139.5,degrading
861.0,63.83,2.493,48.58,5.822,1472.7,139.0,degrading
861.5,63.94,2.246,47.81,5.827,1468.9,138.5,degrading
862.0,64.05,1.6465,49.05,5.735,1472.2,138.0,degrading
862.5,64.16,0.8523,48.17,5.796,1470.4,137.5,degrading
863.0,64.27,0.2826,48.54,5.884,1466.8,137.0,degrading
863.5,64.39,1.1458,48.31,5.762,1468.3,136.5,degrading
864.0,64.5,1.8995,48.33,5.724,1468.5,136.0,degrading
864.5,64.61,2.4287,47.59,5.836,1466.8,135.5,degrading
865.0,64.72,2.6882,48.78,5.906,1466.6,135.0,degrading
865.5,64.83,2.662,50.55,5.843,1471.5,134.5,degrading
866.0,64.95,2.3524,48.02,5.827,1466.4,134.0,degrading
866.5,65.06,1.7874,48.42,5.754,1470.4,133.5,degrading
867.0,65.17,1.7108,48.06,5.872,1467.3,133.0,degrading
867.5,65.28,1.7889,48.07,5.885,1468.0,132.5,degrading
868.0,65.4,1.5663,49.75,5.766,1469.0,132.0,degrading
868.5,65.51,1.2416,48.02,5.915,1466.6,131.5,degrading
869.0,65.62,1.4761,48.23,5.9,1468.8,131.0,degrading
869.5,65.74,1.6959,47.38,5.921,1463.5,130.5,degrading
870.0,65.85,1.6864,48.1,5.896,1468.4,130.0,degrading
870.5,65.96,1.8275,47.38,5.903,1462.4,129.5,degrading
871.0,66.08,2.3969,49.31,5.899,1466.8,129.0,degrading
871.5,66.19,2.7221,51.09,5.92,1468.8,128.5,degrading
872.0,66.31,2.8791,48.6,5.788,1468.3,128.0,degrading
872.5,66.42,2.6235,47.61,5.807,1464.3,127.5,degrading
873.0,66.53,2.1221,49.71,5.849,1464.5,127.0,degrading
873.5,66.65,1.4021,48.46,5.882,1465.3,126.5,degrading
874.0,66.76,0.4813,50.13,5.911,1466.9,126.0,degrading
874.5,66.88,0.7665,48.92,5.911,1462.4,125.5,degrading
875.0,66.99,1.5754,48.69,5.953,1466.3,125.0,degrading
875.5,67.11,2.2577,49.1,5.958,1466.8,124.5,degrading
876.0,67.22,2.675,49.9,5.86,1465.5,124.0,degrading
876.5,67.34,2.7964,49.16,5.919,1467.0,123.5,degrading
877.0,67.45,2.6666,48.99,5.868,1466.3,123.0,degrading
877.5,67.57,2.2157,49.28,5.904,1464.7,122.5,degrading
878.0,67.68,2.04,48.47,5.932,1461.8,122.0,degrading
878.5,67.8,2.2026,49.86,5.749,1465.8,121.5,degrading
879.0,67.92,2.0359,48.16,6.043,1463.5,121.0,degrading
879.5,68.03,1.7587,49.28,5.954,1464.1,120.5,degrading
880.0,68.15,1.1747,50.3,5.899,1466.1,120.0,degrading
880.5,68.26,1.4598,49.98,6.028,1467.9,119.5,degrading
881.0,68.38,1.554,50.26,5.918,1464.9,119.0,degrading
881.5,68.5,1.5141,49.79,5.945,1465.9,118.5,degrading
882.0,68.61,2.2774,50.83,5.917,1461.8,118.0,degrading
882.5,68.73,2.8609,50.68,6.027,1465.1,117.5,degrading
883.0,68.85,3.096,50.35,5.943,1464.3,117.0,degrading
883.5,68.96,3.0901,50.79,5.959,1466.8,116.5,degrading
884.0,69.08,2.6338,50.7,6.015,1463.1,116.0,degrading
884.5,69.2,2.051,49.8,5.987,1463.6,115.5,degrading
885.0,69.32,1.0523,49.12,5.958,1466.1,115.0,degrading
885.5,69.43,0.6841,50.59,6.02,1463.7,114.5,degrading
886.0,69.55,1.1538,50.74,6.094,1461.5,114.0,degrading
886.5,69.67,2.0601,51.23,5.987,1468.7,113.5,degrading
887.0,69.79,2.617,49.66,5.98,1461.3,113.0,degrading
887.5,69.9,2.8677,49.73,5.986,1463.2,112.5,degrading
888.0,70.02,2.7804,50.88,6.046,1463.9,112.0,critical
888.5,70.14,2.5052,50.5,5.954,1463.6,111.5,critical
889.0,70.26,2.1479,49.1,5.973,1462.6,111.0,critical
889.5,70.38,2.5115,50.96,5.914,1462.5,110.5,critical
890.0,70.5,2.5449,49.23,5.935,1462.3,110.0,critical
890.5,70.62,2.2994,50.01,5.971,1460.4,109.5,critical
891.0,70.73,1.716,51.9,5.998,1466.8,109.0,critical
891.5,70.85,1.1628,52.33,6.093,1461.9,108.5,critical
892.0,70.97,1.3757,49.95,6.034,1463.4,108.0,critical
892.5,71.09,1.4047,50.72,5.965,1461.4,107.5,critical
893.0,71.21,2.138,51.07,5.978,1461.3,107.0,critical
893.5,71.33,2.8004,52.51,6.086,1460.9,106.5,critical
894.0,71.45,3.3153,50.74,6.077,1458.6,106.0,critical
894.5,71.57,3.4433,50.81,6.026,1461.3,105.5,critical
895.0,71.69,3.0987,52.48,6.006,1460.6,105.0,critical
895.5,71.81,2.5435,51.0,6.088,1463.7,104.5,critical
896.0,71.93,1.6836,51.93,5.985,1458.8,104.0,critical
896.5,72.05,1.074,50.22,6.058,1459.9,103.5,critical
897.0,72.17,0.9606,51.32,6.155,1459.1,103.0,critical
897.5,72.29,1.6176,50.19,6.056,1463.7,102.5,critical
898.0,72.42,2.3411,50.72,6.01,1458.9,102.0,critical
898.5,72.54,2.7811,52.29,6.073,1461.7,101.5,critical
899.0,72.66,2.8839,51.64,6.032,1462.3,101.0,critical
899.5,72.78,2.699,51.48,5.99,1460.0,100.5,critical
900.0,72.9,2.2746,51.19,6.098,1457.4,100.0,critical
900.5,73.02,2.7427,51.66,6.122,1457.3,99.5,critical
901.0,73.14,2.9286,52.14,6.054,1461.6,99.0,critical
901.5,73.27,2.8265,52.74,6.055,1457.2,98.5,critical
902.0,73.39,2.4132,49.9,6.029,1460.4,98.0,critical
902.5,73.51,1.6198,51.39,6.073,1459.7,97.5,critical
903.0,73.63,1.0658,52.24,6.056,1460.1,97.0,critical
903.5,73.75,1.1275,52.09,6.037,1460.1,96.5,critical
904.0,73.88,1.7601,52.55,6.186,1457.2,96.0,critical
904.5,74.0,2.7206,52.49,6.118,1457.0,95.5,critical
905.0,74.12,3.2966,52.09,6.127,1460.2,95.0,critical
905.5,74.24,3.6019,51.97,6.147,1457.4,94.5,critical
906.0,74.37,3.5773,52.25,6.145,1453.0,94.0,critical
906.5,74.49,3.0922,53.42,6.089,1459.7,93.5,critical
907.0,74.61,2.3011,51.97,6.127,1456.2,93.0,critical
907.5,74.74,1.4826,52.56,6.104,1459.0,92.5,critical
908.0,74.86,1.5106,52.82,6.143,1460.8,92.0,critical
908.5,74.99,1.3454,53.97,6.142,1457.9,91.5,critical
909.0,75.11,2.0126,52.54,6.109,1459.7,91.0,critical
909.5,75.23,2.5786,53.61,6.066,1457.9,90.5,critical
910.0,75.36,2.7955,53.88,6.143,1460.6,90.0,critical
910.5,75.48,2.839,52.9,6.129,1455.1,89.5,critical
911.0,75.61,2.5391,52.84,6.049,1457.1,89.0,critical
911.5,75.73,2.9074,52.8,6.172,1458.3,88.5,critical
912.0,75.86,3.2579,52.92,6.199,1456.5,88.0,critical
912.5,75.98,3.3703,53.86,6.281,1459.0,87.5,critical
913.0,76.1,3.0698,53.42,6.139,1455.7,87.0,critical
913.5,76.23,2.4223,53.48,6.135,1460.6,86.5,critical
914.0,76.36,1.3804,52.45,6.111,1460.5,86.0,critical
914.5,76.48,0.7886,52.64,6.18,1456.7,85.5,critical
915.0,76.61,1.2911,55.18,6.184,1457.1,85.0,critical
915.5,76.73,2.3856,53.38,6.137,1458.2,84.5,critical
916.0,76.86,3.2251,52.96,6.173,1453.3,84.0,critical
916.5,76.98,3.7947,54.79,6.086,1452.9,83.5,critical
917.0,77.11,3.9087,53.92,6.235,1457.9,83.0,critical
917.5,77.24,3.5816,54.22,6.155,1455.8,82.5,critical
918.0,77.36,2.9012,53.71,6.195,1454.7,82.0,critical
918.5,77.49,1.9286,53.62,6.13,1455.0,81.5,critical
919.0,77.62,2.0276,53.8,6.176,1450.0,81.0,critical
919.5,77.74,1.852,52.88,6.195,1454.3,80.5,critical
920.0,77.87,1.5164,53.98,6.212,1453.0,80.0,critical
920.5,78.0,2.262,54.35,6.241,1456.2,79.5,critical
921.0,78.12,2.7127,55.65,6.293,1456.2,79.0,critical
921.5,78.25,2.7486,54.3,6.261,1455.2,78.5,critical
922.0,78.38,2.5764,52.42,6.277,1454.7,78.0,critical
922.5,78.51,2.852,54.27,6.305,1450.8,77.5,critical
923.0,78.63,3.5261,56.6,6.265,1454.8,77.0,critical
923.5,78.76,3.7601,55.16,6.239,1454.7,76.5,critical
924.0,78.89,3.6431,53.88,6.295,1455.8,76.0,critical
924.5,79.02,3.1178,55.06,6.302,1457.4,75.5,critical
925.0,79.15,2.1526,54.05,6.285,1449.6,75.0,critical
925.5,79.27,0.9855,53.62,6.184,1452.1,74.5,critical
926.0,79.4,0.6305,54.49,6.219,1451.2,74.0,critical
926.5,79.53,1.9397,54.9,6.251,1452.9,73.5,critical
927.0,79.66,3.0161,53.39,6.308,1452.4,73.0,critical
927.5,79.79,3.7323,54.03,6.272,1451.8,72.5,critical
928.0,79.92,4.0803,55.01,6.334,1454.2,72.0,critical
928.5,80.05,4.0005,54.74,6.347,1449.7,71.5,critical
929.0,80.18,3.4474,55.44,6.346,1449.7,71.0,critical
929.5,80.31,2.5286,54.22,6.35,1449.6,70.5,critical
930.0,80.44,2.4795,55.82,6.242,1450.8,70.0,critical
930.5,80.57,2.4345,54.36,6.322,1448.9,69.5,critical
931.0,80.7,2.2347,56.69,6.272,1451.1,69.0,critical
931.5,80.83,1.851,54.06,6.224,1450.7,68.5,critical
932.0,80.96,2.392,54.62,6.296,1449.3,68.0,critical
932.5,81.09,2.6407,55.89,6.381,1452.4,67.5,critical
933.0,81.22,2.5917,56.95,6.342,1450.4,67.0,critical
933.5,81.35,2.7979,55.93,6.424,1452.5,66.5,critical
934.0,81.48,3.6154,56.19,6.337,1449.8,66.0,critical
934.5,81.61,4.1386,55.82,6.454,1450.0,65.5,critical
935.0,81.74,4.2291,55.04,6.345,1448.8,65.0,critical
935.5,81.87,3.7904,55.54,6.342,1449.7,64.5,critical
936.0,82.0,2.956,55.02,6.281,1451.0,64.0,critical
936.5,82.13,1.7604,55.03,6.405,1448.6,63.5,critical
937.0,82.27,0.3815,56.44,6.328,1450.3,63.0,critical
937.5,82.4,1.2485,55.28,6.326,1447.5,62.5,critical
938.0,82.53,2.6004,56.5,6.426,1450.4,62.0,critical
938.5,82.66,3.611,55.26,6.424,1447.6,61.5,critical
939.0,82.79,4.1685,56.6,6.428,1450.3,61.0,critical
939.5,82.93,4.1822,56.04,6.357,1448.5,60.5,critical
940.0,83.06,3.9044,57.62,6.377,1451.3,60.0,critical
940.5,83.19,3.1939,56.82,6.381,1445.8,59.5,critical
941.0,83.32,2.8677,57.61,6.428,1445.0,59.0,critical
941.5,83.46,3.0479,56.08,6.471,1446.5,58.5,critical
942.0,83.59,2.8281,56.79,6.416,1444.8,58.0,critical
942.5,83.72,2.3821,56.03,6.501,1444.7,57.5,critical
943.0,83.86,1.9267,56.55,6.451,1448.5,57.0,critical
943.5,83.99,2.3484,56.73,6.399,1447.1,56.5,critical
944.0,84.12,2.3922,56.42,6.457,1446.0,56.0,critical
944.5,84.26,2.4766,56.1,6.505,1446.0,55.5,critical
945.0,84.39,3.5886,56.0,6.524,1445.4,55.0,critical
945.5,84.52,4.3027,55.33,6.488,1449.7,54.5,critical
946.0,84.66,4.6135,56.42,6.435,1444.8,54.0,critical
946.5,84.79,4.397,57.83,6.427,1443.4,53.5,critical
947.0,84.93,3.7676,56.11,6.471,1447.5,53.0,critical
947.5,85.06,2.6479,56.36,6.531,1445.3,52.5,critical
948.0,85.2,1.219,58.96,6.473,1449.6,52.0,critical
948.5,85.33,0.7918,57.08,6.479,1444.3,51.5,critical
949.0,85.47,1.9779,57.91,6.463,1446.9,51.0,critical
949.5,85.6,3.1528,58.23,6.449,1447.2,50.5,critical
950.0,85.74,3.9767,58.32,6.462,1443.8,50.0,critical
950.5,85.87,4.3687,56.63,6.482,1443.2,49.5,critical
951.0,86.01,4.2194,57.73,6.565,1446.0,49.0,critical
951.5,86.14,3.6358,56.69,6.472,1445.5,48.5,critical
952.0,86.28,3.2245,60.01,6.491,1441.3,48.0,critical
952.5,86.42,3.5353,56.84,6.45,1441.7,47.5,critical
953.0,86.55,3.5841,57.34,6.534,1438.7,47.0,critical
953.5,86.69,3.1896,57.42,6.571,1444.8,46.5,critical
954.0,86.83,2.36,57.12,6.589,1442.9,46.0,critical
954.5,86.96,1.9351,59.47,6.523,1443.0,45.5,critical
955.0,87.1,2.1144,60.39,6.546,1439.7,45.0,critical
955.5,87.24,2.1358,58.14,6.514,1440.7,44.5,critical
956.0,87.37,3.3114,57.53,6.553,1441.8,44.0,critical
956.5,87.51,4.2562,56.86,6.547,1441.2,43.5,critical
957.0,87.65,4.9837,58.52,6.539,1442.6,43.0,critical
957.5,87.78,4.9255,58.53,6.548,1443.4,42.5,critical
958.0,87.92,4.5124,58.33,6.569,1446.6,42.0,critical
958.5,88.06,3.5759,59.1,6.536,1441.8,41.5,critical
959.0,88.2,2.1735,59.31,6.544,1443.9,41.0,critical
959.5,88.34,1.333,59.32,6.646,1439.8,40.5,critical
960.0,88.47,1.2214,58.87,6.701,1437.9,40.0,critical
960.5,88.61,2.6703,58.31,6.51,1440.4,39.5,critical
961.0,88.75,3.6206,59.8,6.512,1437.7,39.0,critical
961.5,88.89,4.2988,59.34,6.532,1440.8,38.5,critical
962.0,89.03,4.3598,60.11,6.58,1439.0,38.0,critical
962.5,89.17,3.9636,60.1,6.635,1436.5,37.5,critical
963.0,89.31,3.373,58.4,6.625,1443.7,37.0,critical
963.5,89.44,3.9666,58.46,6.609,1438.9,36.5,critical
964.0,89.58,4.2571,59.07,6.632,1436.5,36.0,critical
964.5,89.72,4.0291,58.9,6.575,1441.4,35.5,critical
965.0,89.86,3.2488,60.42,6.603,1438.0,35.0,critical
965.5,90.0,2.1437,60.17,6.619,1441.4,34.5,critical
966.0,90.14,1.6775,60.83,6.546,1437.6,34.0,critical
966.5,90.28,1.8294,60.34,6.572,1437.8,33.5,critical
967.0,90.42,2.781,60.26,6.579,1439.4,33.0,critical
967.5,90.56,4.2043,61.12,6.679,1439.7,32.5,critical
968.0,90.7,5.0654,60.61,6.658,1439.8,32.0,critical
968.5,90.84,5.3941,60.36,6.681,1437.9,31.5,critical
969.0,90.99,5.1729,61.56,6.564,1439.0,31.0,critical
969.5,91.13,4.3653,60.54,6.587,1439.2,30.5,critical
970.0,91.27,3.0855,60.27,6.699,1437.9,30.0,critical
970.5,91.41,2.006,59.92,6.532,1437.0,29.5,critical
971.0,91.55,1.9198,61.22,6.738,1434.2,29.0,critical
971.5,91.69,1.8674,61.72,6.59,1438.1,28.5,critical
972.0,91.83,3.1692,60.76,6.729,1436.8,28.0,critical
972.5,91.97,3.95,61.92,6.647,1435.7,27.5,critical
973.0,92.12,4.3176,59.37,6.75,1438.9,27.0,critical
973.5,92.26,4.1705,60.97,6.863,1433.3,26.5,critical
974.0,92.4,3.6257,61.06,6.594,1439.3,26.0,critical
974.5,92.54,4.3385,60.58,6.748,1435.7,25.5,critical
975.0,92.69,4.7843,63.14,6.628,1436.2,25.0,critical
975.5,92.83,4.7988,61.25,6.745,1434.6,24.5,critical
976.0,92.97,4.1994,61.05,6.718,1431.8,24.0,critical
976.5,93.11,3.1698,61.47,6.741,1434.7,23.5,critical
977.0,93.26,1.7087,59.92,6.694,1435.4,23.0,critical
977.5,93.4,1.2888,60.99,6.784,1435.9,22.5,critical
978.0,93.54,2.1598,62.45,6.678,1434.0,22.0,critical
978.5,93.69,3.7084,61.24,6.818,1429.8,21.5,critical
979.0,93.83,4.963,61.15,6.74,1430.9,21.0,critical
979.5,93.98,5.639,62.93,6.696,1437.9,20.5,critical
980.0,94.12,5.7203,63.03,6.851,1431.4,20.0,critical
980.5,94.26,5.1289,62.45,6.774,1436.2,19.5,critical
981.0,94.41,4.0312,61.74,6.878,1431.3,19.0,critical
981.5,94.55,2.604,61.99,6.849,1432.6,18.5,critical
982.0,94.7,2.6728,61.61,6.754,1434.0,18.0,critical
982.5,94.84,2.508,61.53,6.795,1430.9,17.5,critical
983.0,94.99,2.5197,61.57,6.811,1435.5,17.0,critical
983.5,95.13,3.5506,61.98,6.886,1432.3,16.5,failed
984.0,95.28,4.1108,61.72,6.837,1432.8,16.0,failed
984.5,95.42,4.2339,61.37,6.83,1431.2,15.5,failed
985.0,95.57,3.861,62.87,6.817,1432.8,15.0,failed
985.5,95.71,4.3599,62.96,6.83,1434.5,14.5,failed
986.0,95.86,5.1892,64.21,6.903,1430.8,14.0,failed
986.5,96.0,5.5355,62.39,6.844,1434.3,13.5,failed
987.0,96.15,5.1394,63.24,6.829,1429.4,13.0,failed
987.5,96.3,4.29,63.32,6.826,1432.0,12.5,failed
988.0,96.44,2.771,62.95,6.833,1431.2,12.0,failed
988.5,96.59,1.0283,63.82,6.796,1427.9,11.5,failed
989.0,96.74,1.2824,63.92,6.834,1430.2,11.0,failed
989.5,96.88,3.1153,63.64,6.952,1429.6,10.5,failed
990.0,97.03,4.646,63.25,6.873,1427.7,10.0,failed
990.5,97.18,5.6482,63.24,6.924,1429.9,9.5,failed
991.0,97.32,6.0536,62.51,6.77,1429.3,9.0,failed
991.5,97.47,5.7632,63.04,6.929,1428.6,8.5,failed
992.0,97.62,4.8535,63.26,6.898,1428.4,8.0,failed
992.5,97.77,3.5003,62.93,6.888,1428.1,7.5,failed
993.0,97.91,3.4259,64.26,6.927,1427.4,7.0,failed
993.5,98.06,3.3435,64.95,6.898,1428.2,6.5,failed
994.0,98.21,2.8817,63.34,6.823,1426.4,6.0,failed
994.5,98.36,2.8833,64.37,6.981,1432.8,5.5,failed
995.0,98.51,3.7222,63.39,6.953,1424.4,5.0,failed
995.5,98.66,4.0371,64.05,6.931,1425.8,4.5,failed
996.0,98.8,3.8988,63.82,6.904,1425.8,4.0,failed
996.5,98.95,4.2576,64.93,6.885,1430.6,3.5,failed
997.0,99.1,5.394,63.99,6.975,1423.7,3.0,failed
997.5,99.25,6.0423,65.42,7.051,1427.0,2.5,failed
998.0,99.4,6.0332,64.49,6.986,1426.4,2.0,failed
998.5,99.55,5.3315,64.24,6.913,1426.3,1.5,failed
999.0,99.7,4.0011,63.84,6.999,1427.9,1.0,failed
999.5,99.85,2.2836,65.12,6.991,1427.7,0.5,failed
1000.0,100.0,0.1364,65.72,7.043,1424.1,0.0,failed
